0, 1, 2, 3 (420)
1, 13, 14, 23 (422)
1, 13, 14, 24 (399)
1, 13, 14, 25 (400)
1, 13, 15, 16 (401)
1, 13, 15, 17 (411)
1, 13, 15, 18 (426)
1, 13, 15, 19 (392)
1, 13, 15, 20 (405)
1, 13, 15, 21 (396)
1, 13, 15, 22 (400)
1, 13, 15, 23 (431)
1, 13, 15, 24 (418)
1, 13, 15, 25 (402)
1, 13, 16, 17 (388)
1, 13, 16, 18 (395)
1, 13, 16, 19 (410)
1, 13, 16, 20 (402)
1, 13, 16, 21 (383)
1, 13, 16, 22 (398)
1, 13, 16, 23 (415)
1, 13, 16, 24 (403)
1, 13, 16, 25 (393)
1, 13, 17, 18 (410)
1, 13, 17, 19 (419)
1, 13, 17, 20 (421)
1, 13, 17, 21 (389)
1, 13, 17, 22 (399)
1, 13, 17, 23 (445)
1, 13, 17, 24 (401)
1, 13, 17, 25 (411)
1, 13, 18, 19 (406)
1, 13, 18, 20 (413)
1, 13, 18, 21 (418)
1, 13, 18, 22 (404)
1, 13, 18, 23 (437)
1, 13, 18, 24 (414)
1, 13, 18, 25 (417)
1, 13, 19, 20 (424)
1, 13, 19, 21 (421)
1, 13, 19, 22 (407)
1, 13, 19, 23 (435)
1, 13, 19, 24 (422)
1, 13, 19, 25 (413)
1, 13, 20, 21 (388)
1, 13, 20, 22 (400)
1, 13, 20, 23 (443)
1, 13, 20, 24 (407)
1, 13, 20, 25 (397)
1, 13, 21, 22 (375)
1, 13, 21, 23 (430)
1, 13, 21, 24 (396)
1, 13, 21, 25 (392)
1, 13, 22, 23 (436)
1, 13, 22, 24 (414)
1, 13, 22, 25 (429)
1, 13, 23, 24 (411)
1, 13, 23, 25 (422)
1, 13, 24, 25 (418)
1, 14, 15, 16 (429)
1, 14, 15, 17 (421)
1, 14, 15, 18 (431)
1, 14, 15, 19 (422)
1, 14, 15, 20 (413)
1, 14, 15, 21 (401)
1, 14, 15, 22 (421)
1, 14, 15, 23 (421)
1, 14, 15, 24 (405)
1, 14, 15, 25 (408)
1, 14, 16, 17 (425)
1, 14, 16, 18 (432)
1, 14, 16, 19 (465)
1, 14, 16, 20 (433)
1, 14, 16, 21 (409)
1, 14, 16, 22 (441)
1, 14, 16, 23 (452)
1, 14, 16, 24 (438)
1, 14, 16, 25 (447)
1, 14, 17, 18 (431)
1, 14, 17, 19 (442)
1, 14, 17, 20 (447)
1, 14, 17, 21 (422)
1, 14, 17, 22 (427)
1, 14, 17, 23 (458)
1, 14, 17, 24 (439)
1, 14, 17, 25 (443)
1, 14, 18, 19 (444)
1, 14, 18, 20 (428)
1, 14, 18, 21 (425)
1, 14, 18, 22 (421)
1, 14, 18, 23 (445)
1, 14, 18, 24 (422)
1, 14, 18, 25 (441)
1, 14, 19, 20 (437)
1, 14, 19, 21 (436)
1, 14, 19, 22 (446)
1, 14, 19, 23 (440)
1, 14, 19, 24 (444)
1, 14, 19, 25 (437)
1, 14, 20, 21 (394)
1, 14, 20, 22 (409)
1, 14, 20, 23 (427)
1, 14, 20, 24 (421)
1, 14, 20, 25 (430)
1, 14, 21, 22 (398)
1, 14, 21, 23 (419)
1, 14, 21, 24 (400)
1, 14, 21, 25 (400)
1, 14, 22, 23 (442)
1, 14, 22, 24 (439)
1, 14, 22, 25 (447)
1, 14, 23, 24 (439)
1, 14, 23, 25 (454)
1, 14, 24, 25 (432)
1, 15, 16, 17 (415)
1, 15, 16, 18 (411)
1, 15, 16, 19 (431)
1, 15, 16, 20 (414)
1, 15, 16, 21 (403)
1, 15, 16, 22 (412)
1, 15, 16, 23 (441)
1, 15, 16, 24 (420)
1, 15, 16, 25 (431)
1, 15, 17, 18 (421)
1, 15, 17, 19 (416)
1, 15, 17, 20 (417)
1, 15, 17, 21 (407)
1, 15, 17, 22 (413)
1, 15, 17, 23 (436)
1, 15, 17, 24 (428)
1, 15, 17, 25 (421)
1, 15, 18, 19 (414)
1, 15, 18, 20 (414)
1, 15, 18, 21 (405)
1, 15, 18, 22 (396)
1, 15, 18, 23 (417)
1, 15, 18, 24 (411)
1, 15, 18, 25 (427)
1, 15, 19, 20 (422)
1, 15, 19, 21 (393)
1, 15, 19, 22 (411)
1, 15, 19, 23 (432)
1, 15, 19, 24 (438)
1, 15, 19, 25 (425)
1, 15, 20, 21 (389)
1, 15, 20, 22 (395)
1, 15, 20, 23 (427)
1, 15, 20, 24 (413)
1, 15, 20, 25 (412)
1, 15, 21, 22 (369)
1, 15, 21, 23 (431)
1, 15, 21, 24 (397)
1, 15, 21, 25 (405)
1, 15, 22, 23 (425)
1, 15, 22, 24 (411)
1, 15, 22, 25 (399)
1, 15, 23, 24 (427)
1, 15, 23, 25 (427)
1, 15, 24, 25 (425)
1, 16, 17, 18 (397)
1, 16, 17, 19 (420)
1, 16, 17, 20 (415)
1, 16, 17, 21 (386)
1, 16, 17, 22 (397)
1, 16, 17, 23 (423)
1, 16, 17, 24 (388)
1, 16, 17, 25 (414)
1, 16, 18, 19 (420)
1, 16, 18, 20 (405)
1, 16, 18, 21 (390)
1, 16, 18, 22 (396)
1, 16, 18, 23 (426)
1, 16, 18, 24 (403)
1, 16, 18, 25 (427)
1, 16, 19, 20 (454)
1, 16, 19, 21 (421)
1, 16, 19, 22 (446)
1, 16, 19, 23 (452)
1, 16, 19, 24 (456)
1, 16, 19, 25 (453)
1, 16, 20, 21 (401)
1, 16, 20, 22 (405)
1, 16, 20, 23 (437)
1, 16, 20, 24 (423)
1, 16, 20, 25 (431)
1, 16, 21, 22 (388)
1, 16, 21, 23 (420)
1, 16, 21, 24 (392)
1, 16, 21, 25 (418)
1, 16, 22, 23 (438)
1, 16, 22, 24 (412)
1, 16, 22, 25 (433)
1, 16, 23, 24 (427)
1, 16, 23, 25 (442)
1, 16, 24, 25 (439)
1, 17, 18, 19 (422)
1, 17, 18, 20 (433)
1, 17, 18, 21 (394)
1, 17, 18, 22 (400)
1, 17, 18, 23 (421)
1, 17, 18, 24 (410)
1, 17, 18, 25 (433)
1, 17, 19, 20 (454)
1, 17, 19, 21 (425)
1, 17, 19, 22 (440)
1, 17, 19, 23 (435)
1, 17, 19, 24 (428)
1, 17, 19, 25 (428)
1, 17, 20, 21 (403)
1, 17, 20, 22 (408)
1, 17, 20, 23 (472)
1, 17, 20, 24 (433)
1, 17, 20, 25 (442)
1, 17, 21, 22 (390)
1, 17, 21, 23 (429)
1, 17, 21, 24 (403)
1, 17, 21, 25 (397)
1, 17, 22, 23 (441)
1, 17, 22, 24 (415)
1, 17, 22, 25 (418)
1, 17, 23, 24 (431)
1, 17, 23, 25 (437)
1, 17, 24, 25 (432)
1, 18, 19, 20 (412)
1, 18, 19, 21 (406)
1, 18, 19, 22 (403)
1, 18, 19, 23 (435)
1, 18, 19, 24 (440)
1, 18, 19, 25 (436)
1, 18, 20, 21 (394)
1, 18, 20, 22 (398)
1, 18, 20, 23 (419)
1, 18, 20, 24 (417)
1, 18, 20, 25 (433)
1, 18, 21, 22 (374)
1, 18, 21, 23 (414)
1, 18, 21, 24 (408)
1, 18, 21, 25 (418)
1, 18, 22, 23 (413)
1, 18, 22, 24 (391)
1, 18, 22, 25 (435)
1, 18, 23, 24 (423)
1, 18, 23, 25 (439)
1, 18, 24, 25 (430)
1, 19, 20, 21 (425)
1, 19, 20, 22 (430)
1, 19, 20, 23 (452)
1, 19, 20, 24 (455)
1, 19, 20, 25 (433)
1, 19, 21, 22 (402)
1, 19, 21, 23 (430)
1, 19, 21, 24 (437)
1, 19, 21, 25 (419)
1, 19, 22, 23 (439)
1, 19, 22, 24 (434)
1, 19, 22, 25 (429)
1, 19, 23, 24 (454)
1, 19, 23, 25 (439)
1, 19, 24, 25 (443)
1, 20, 21, 22 (365)
1, 20, 21, 23 (425)
1, 20, 21, 24 (388)
1, 20, 21, 25 (400)
1, 20, 22, 23 (437)
1, 20, 22, 24 (423)
1, 20, 22, 25 (427)
1, 20, 23, 24 (422)
1, 20, 23, 25 (439)
1, 20, 24, 25 (436)
1, 21, 22, 23 (389)
1, 21, 22, 24 (386)
1, 21, 22, 25 (377)
1, 21, 23, 24 (406)
1, 21, 23, 25 (418)
1, 21, 24, 25 (414)
1, 22, 23, 24 (435)
1, 22, 23, 25 (443)
1, 22, 24, 25 (437)
1, 23, 24, 25 (429)
2, 3, 4, 5 (443)
2, 3, 4, 6 (424)
2, 3, 4, 7 (442)
2, 3, 4, 8 (465)
2, 3, 4, 9 (426)
2, 3, 4, 10 (431)
2, 3, 4, 11 (443)
2, 3, 4, 12 (396)
2, 3, 4, 13 (403)
2, 3, 4, 14 (422)
2, 3, 4, 15 (400)
2, 3, 4, 16 (398)
2, 3, 4, 17 (420)
2, 3, 4, 18 (447)
2, 3, 4, 19 (432)
2, 3, 4, 20 (453)
2, 3, 4, 21 (421)
2, 3, 4, 22 (417)
2, 3, 4, 23 (435)
2, 3, 4, 24 (420)
2, 3, 4, 25 (463)
2, 3, 5, 6 (433)
2, 3, 5, 7 (447)
2, 3, 5, 8 (490)
2, 3, 5, 9 (454)
2, 3, 5, 10 (437)
2, 3, 5, 11 (444)
2, 3, 5, 12 (432)
2, 3, 5, 13 (425)
2, 3, 5, 14 (426)
2, 3, 5, 15 (420)
2, 3, 5, 16 (450)
2, 3, 5, 17 (425)
2, 3, 5, 18 (444)
2, 3, 5, 19 (445)
2, 3, 5, 20 (447)
2, 3, 5, 21 (424)
2, 3, 5, 22 (462)
2, 3, 5, 23 (432)
2, 3, 5, 24 (446)
2, 3, 5, 25 (463)
2, 3, 6, 7 (415)
2, 3, 6, 8 (431)
2, 3, 6, 9 (397)
2, 3, 6, 10 (392)
2, 3, 6, 11 (418)
2, 3, 6, 12 (399)
2, 3, 6, 13 (395)
2, 3, 6, 14 (396)
2, 3, 6, 15 (398)
2, 3, 6, 16 (402)
2, 3, 6, 17 (395)
2, 3, 6, 18 (412)
2, 3, 6, 19 (419)
2, 3, 6, 20 (416)
2, 3, 6, 21 (404)
2, 3, 6, 22 (409)
2, 3, 6, 23 (417)
2, 3, 6, 24 (403)
2, 3, 6, 25 (415)
2, 3, 7, 8 (467)
2, 3, 7, 9 (434)
2, 3, 7, 10 (423)
2, 3, 7, 11 (459)
2, 3, 7, 12 (413)
2, 3, 7, 13 (430)
2, 3, 7, 14 (421)
2, 3, 7, 15 (416)
2, 3, 7, 16 (433)
2, 3, 7, 17 (406)
2, 3, 7, 18 (433)
2, 3, 7, 19 (423)
2, 3, 7, 20 (438)
2, 3, 7, 21 (428)
2, 3, 7, 22 (433)
2, 3, 7, 23 (436)
2, 3, 7, 24 (421)
2, 3, 7, 25 (450)
2, 3, 8, 9 (458)
2, 3, 8, 10 (451)
2, 3, 8, 11 (460)
2, 3, 8, 12 (412)
2, 3, 8, 13 (424)
2, 3, 8, 14 (424)
2, 3, 8, 15 (422)
2, 3, 8, 16 (452)
2, 3, 8, 17 (454)
2, 3, 8, 18 (438)
2, 3, 8, 19 (449)
2, 3, 8, 20 (449)
2, 3, 8, 21 (446)
2, 3, 8, 22 (449)
2, 3, 8, 23 (456)
2, 3, 8, 24 (453)
2, 3, 8, 25 (469)
2, 3, 9, 10 (430)
2, 3, 9, 11 (423)
2, 3, 9, 12 (410)
2, 3, 9, 13 (407)
2, 3, 9, 14 (412)
2, 3, 9, 15 (404)
2, 3, 9, 16 (418)
2, 3, 9, 17 (419)
2, 3, 9, 18 (428)
2, 3, 9, 19 (430)
2, 3, 9, 20 (426)
2, 3, 9, 21 (438)
2, 3, 9, 22 (425)
2, 3, 9, 23 (438)
2, 3, 9, 24 (428)
2, 3, 9, 25 (445)
2, 3, 10, 11 (431)
2, 3, 10, 12 (400)
2, 3, 10, 13 (382)
2, 3, 10, 14 (410)
2, 3, 10, 15 (402)
2, 3, 10, 16 (410)
2, 3, 10, 17 (428)
2, 3, 10, 18 (392)
2, 3, 10, 19 (406)
2, 3, 10, 20 (420)
2, 3, 10, 21 (408)
2, 3, 10, 22 (405)
2, 3, 10, 23 (439)
2, 3, 10, 24 (423)
2, 3, 10, 25 (428)
2, 3, 11, 12 (422)
2, 3, 11, 13 (429)
2, 3, 11, 14 (407)
2, 3, 11, 15 (414)
2, 3, 11, 16 (416)
2, 3, 11, 17 (425)
2, 3, 11, 18 (434)
2, 3, 11, 19 (436)
2, 3, 11, 20 (445)
2, 3, 11, 21 (445)
2, 3, 11, 22 (438)
2, 3, 11, 23 (437)
2, 3, 11, 24 (431)
2, 3, 11, 25 (448)
2, 3, 12, 13 (386)
2, 3, 12, 14 (403)
2, 3, 12, 15 (386)
2, 3, 12, 16 (392)
2, 3, 12, 17 (384)
2, 3, 12, 18 (404)
2, 3, 12, 19 (402)
2, 3, 12, 20 (444)
2, 3, 12, 21 (383)
2, 3, 12, 22 (402)
2, 3, 12, 23 (401)
2, 3, 12, 24 (399)
2, 3, 12, 25 (438)
2, 3, 13, 14 (373)
2, 3, 13, 15 (390)
2, 3, 13, 16 (404)
2, 3, 13, 17 (385)
2, 3, 13, 18 (406)
2, 3, 13, 19 (397)
2, 3, 13, 20 (429)
2, 3, 13, 21 (404)
2, 3, 13, 22 (404)
2, 3, 13, 23 (411)
2, 3, 13, 24 (395)
2, 3, 13, 25 (403)
2, 3, 14, 15 (383)
2, 3, 14, 16 (403)
2, 3, 14, 17 (403)
2, 3, 14, 18 (410)
2, 3, 14, 19 (391)
2, 3, 14, 20 (408)
2, 3, 14, 21 (403)
2, 3, 14, 22 (409)
2, 3, 14, 23 (405)
2, 3, 14, 24 (390)
2, 3, 14, 25 (428)
2, 3, 15, 16 (394)
2, 3, 15, 17 (407)
2, 3, 15, 18 (400)
2, 3, 15, 19 (402)
2, 3, 15, 20 (422)
2, 3, 15, 21 (403)
2, 3, 15, 22 (423)
2, 3, 15, 23 (416)
2, 3, 15, 24 (387)
2, 3, 15, 25 (406)
2, 3, 16, 17 (395)
2, 3, 16, 18 (413)
2, 3, 16, 19 (411)
2, 3, 16, 20 (430)
2, 3, 16, 21 (418)
2, 3, 16, 22 (433)
2, 3, 16, 23 (412)
2, 3, 16, 24 (411)
2, 3, 16, 25 (450)
2, 3, 17, 18 (408)
2, 3, 17, 19 (402)
2, 3, 17, 20 (412)
2, 3, 17, 21 (400)
2, 3, 17, 22 (394)
2, 3, 17, 23 (427)
2, 3, 17, 24 (408)
2, 3, 17, 25 (417)
2, 3, 18, 19 (424)
2, 3, 18, 20 (429)
2, 3, 18, 21 (439)
2, 3, 18, 22 (416)
2, 3, 18, 23 (420)
2, 3, 18, 24 (416)
2, 3, 18, 25 (452)
2, 3, 19, 20 (437)
2, 3, 19, 21 (428)
2, 3, 19, 22 (431)
2, 3, 19, 23 (432)
2, 3, 19, 24 (418)
2, 3, 19, 25 (434)
2, 3, 20, 21 (428)
2, 3, 20, 22 (420)
2, 3, 20, 23 (449)
2, 3, 20, 24 (413)
2, 3, 20, 25 (463)
2, 3, 21, 22 (420)
2, 3, 21, 23 (426)
2, 3, 21, 24 (416)
2, 3, 21, 25 (430)
2, 3, 22, 23 (428)
2, 3, 22, 24 (413)
2, 3, 22, 25 (436)
2, 3, 23, 24 (399)
2, 3, 23, 25 (446)
2, 3, 24, 25 (430)
2, 4, 5, 6 (448)
2, 4, 5, 7 (442)
2, 4, 5, 8 (458)
2, 4, 5, 9 (461)
2, 4, 5, 10 (435)
2, 4, 5, 11 (463)
2, 4, 5, 12 (443)
2, 4, 5, 13 (408)
2, 4, 5, 14 (435)
2, 4, 5, 15 (445)
2, 4, 5, 16 (436)
2, 4, 5, 17 (426)
2, 4, 5, 18 (474)
2, 4, 5, 19 (463)
2, 4, 5, 20 (456)
2, 4, 5, 21 (430)
2, 4, 5, 22 (433)
2, 4, 5, 23 (432)
2, 4, 5, 24 (455)
2, 4, 5, 25 (469)
2, 4, 6, 7 (431)
2, 4, 6, 8 (441)
2, 4, 6, 9 (431)
2, 4, 6, 10 (428)
2, 4, 6, 11 (465)
2, 4, 6, 12 (450)
2, 4, 6, 13 (413)
2, 4, 6, 14 (424)
2, 4, 6, 15 (430)
2, 4, 6, 16 (421)
2, 4, 6, 17 (428)
2, 4, 6, 18 (444)
2, 4, 6, 19 (460)
2, 4, 6, 20 (462)
2, 4, 6, 21 (432)
2, 4, 6, 22 (421)
2, 4, 6, 23 (439)
2, 4, 6, 24 (434)
2, 4, 6, 25 (442)
2, 4, 7, 8 (460)
2, 4, 7, 9 (443)
2, 4, 7, 10 (436)
2, 4, 7, 11 (470)
2, 4, 7, 12 (436)
2, 4, 7, 13 (427)
2, 4, 7, 14 (432)
2, 4, 7, 15 (432)
2, 4, 7, 16 (426)
2, 4, 7, 17 (428)
2, 4, 7, 18 (465)
2, 4, 7, 19 (440)
2, 4, 7, 20 (470)
2, 4, 7, 21 (434)
2, 4, 7, 22 (438)
2, 4, 7, 23 (430)
2, 4, 7, 24 (441)
2, 4, 7, 25 (455)
2, 4, 8, 9 (450)
2, 4, 8, 10 (447)
2, 4, 8, 11 (474)
2, 4, 8, 12 (427)
2, 4, 8, 13 (405)
2, 4, 8, 14 (436)
2, 4, 8, 15 (441)
2, 4, 8, 16 (425)
2, 4, 8, 17 (446)
2, 4, 8, 18 (439)
2, 4, 8, 19 (453)
2, 4, 8, 20 (453)
2, 4, 8, 21 (433)
2, 4, 8, 22 (443)
2, 4, 8, 23 (447)
2, 4, 8, 24 (436)
2, 4, 8, 25 (458)
2, 4, 9, 10 (433)
2, 4, 9, 11 (436)
2, 4, 9, 12 (417)
2, 4, 9, 13 (403)
2, 4, 9, 14 (442)
2, 4, 9, 15 (426)
2, 4, 9, 16 (411)
2, 4, 9, 17 (445)
2, 4, 9, 18 (462)
2, 4, 9, 19 (443)
2, 4, 9, 20 (452)
2, 4, 9, 21 (423)
2, 4, 9, 22 (416)
2, 4, 9, 23 (443)
2, 4, 9, 24 (429)
2, 4, 9, 25 (454)
2, 4, 10, 11 (444)
2, 4, 10, 12 (417)
2, 4, 10, 13 (403)
2, 4, 10, 14 (451)
2, 4, 10, 15 (420)
2, 4, 10, 16 (432)
2, 4, 10, 17 (445)
2, 4, 10, 18 (435)
2, 4, 10, 19 (434)
2, 4, 10, 20 (445)
2, 4, 10, 21 (425)
2, 4, 10, 22 (428)
2, 4, 10, 23 (448)
2, 4, 10, 24 (451)
2, 4, 10, 25 (450)
2, 4, 11, 12 (440)
2, 4, 11, 13 (424)
2, 4, 11, 14 (437)
2, 4, 11, 15 (463)
2, 4, 11, 16 (424)
2, 4, 11, 17 (453)
2, 4, 11, 18 (486)
2, 4, 11, 19 (462)
2, 4, 11, 20 (480)
2, 4, 11, 21 (446)
2, 4, 11, 22 (448)
2, 4, 11, 23 (443)
2, 4, 11, 24 (438)
2, 4, 11, 25 (461)
2, 4, 12, 13 (381)
2, 4, 12, 14 (413)
2, 4, 12, 15 (424)
2, 4, 12, 16 (411)
2, 4, 12, 17 (411)
2, 4, 12, 18 (445)
2, 4, 12, 19 (432)
2, 4, 12, 20 (452)
2, 4, 12, 21 (410)
2, 4, 12, 22 (423)
2, 4, 12, 23 (406)
2, 4, 12, 24 (436)
2, 4, 12, 25 (451)
2, 4, 13, 14 (383)
2, 4, 13, 15 (426)
2, 4, 13, 16 (392)
2, 4, 13, 17 (411)
2, 4, 13, 18 (421)
2, 4, 13, 19 (411)
2, 4, 13, 20 (436)
2, 4, 13, 21 (405)
2, 4, 13, 22 (418)
2, 4, 13, 23 (398)
2, 4, 13, 24 (411)
2, 4, 13, 25 (429)
2, 4, 14, 15 (425)
2, 4, 14, 16 (420)
2, 4, 14, 17 (417)
2, 4, 14, 18 (456)
2, 4, 14, 19 (425)
2, 4, 14, 20 (441)
2, 4, 14, 21 (418)
2, 4, 14, 22 (421)
2, 4, 14, 23 (422)
2, 4, 14, 24 (414)
2, 4, 14, 25 (453)
2, 4, 15, 16 (426)
2, 4, 15, 17 (431)
2, 4, 15, 18 (462)
2, 4, 15, 19 (447)
2, 4, 15, 20 (445)
2, 4, 15, 21 (418)
2, 4, 15, 22 (427)
2, 4, 15, 23 (447)
2, 4, 15, 24 (409)
2, 4, 15, 25 (447)
2, 4, 16, 17 (415)
2, 4, 16, 18 (448)
2, 4, 16, 19 (430)
2, 4, 16, 20 (431)
2, 4, 16, 21 (424)
2, 4, 16, 22 (414)
2, 4, 16, 23 (412)
2, 4, 16, 24 (405)
2, 4, 16, 25 (455)
2, 4, 17, 18 (441)
2, 4, 17, 19 (437)
2, 4, 17, 20 (446)
2, 4, 17, 21 (431)
2, 4, 17, 22 (414)
2, 4, 17, 23 (435)
2, 4, 17, 24 (430)
2, 4, 17, 25 (438)
2, 4, 18, 19 (493)
2, 4, 18, 20 (470)
2, 4, 18, 21 (441)
2, 4, 18, 22 (461)
2, 4, 18, 23 (463)
2, 4, 18, 24 (462)
2, 4, 18, 25 (476)
2, 4, 19, 20 (457)
2, 4, 19, 21 (439)
2, 4, 19, 22 (439)
2, 4, 19, 23 (453)
2, 4, 19, 24 (442)
2, 4, 19, 25 (465)
2, 4, 20, 21 (440)
2, 4, 20, 22 (443)
2, 4, 20, 23 (448)
2, 4, 20, 24 (432)
2, 4, 20, 25 (489)
2, 4, 21, 22 (431)
2, 4, 21, 23 (433)
2, 4, 21, 24 (421)
2, 4, 21, 25 (414)
2, 4, 22, 23 (416)
2, 4, 22, 24 (421)
2, 4, 22, 25 (444)
2, 4, 23, 24 (421)
2, 4, 23, 25 (455)
2, 4, 24, 25 (459)
2, 5, 6, 7 (440)
2, 5, 6, 8 (467)
2, 5, 6, 9 (454)
2, 5, 6, 10 (438)
2, 5, 6, 11 (469)
2, 5, 6, 12 (458)
2, 5, 6, 13 (437)
2, 5, 6, 14 (443)
2, 5, 6, 15 (453)
2, 5, 6, 16 (446)
2, 5, 6, 17 (443)
2, 5, 6, 18 (457)
2, 5, 6, 19 (467)
2, 5, 6, 20 (448)
2, 5, 6, 21 (444)
2, 5, 6, 22 (463)
2, 5, 6, 23 (458)
2, 5, 6, 24 (446)
2, 5, 6, 25 (456)
2, 5, 7, 8 (451)
2, 5, 7, 9 (448)
2, 5, 7, 10 (434)
2, 5, 7, 11 (449)
2, 5, 7, 12 (426)
2, 5, 7, 13 (417)
2, 5, 7, 14 (428)
2, 5, 7, 15 (435)
2, 5, 7, 16 (455)
2, 5, 7, 17 (416)
2, 5, 7, 18 (447)
2, 5, 7, 19 (423)
2, 5, 7, 20 (431)
2, 5, 7, 21 (424)
2, 5, 7, 22 (437)
2, 5, 7, 23 (421)
2, 5, 7, 24 (457)
2, 5, 7, 25 (454)
2, 5, 8, 9 (456)
2, 5, 8, 10 (465)
2, 5, 8, 11 (477)
2, 5, 8, 12 (461)
2, 5, 8, 13 (423)
2, 5, 8, 14 (452)
2, 5, 8, 15 (479)
2, 5, 8, 16 (470)
2, 5, 8, 17 (424)
2, 5, 8, 18 (451)
2, 5, 8, 19 (483)
2, 5, 8, 20 (452)
2, 5, 8, 21 (460)
2, 5, 8, 22 (472)
2, 5, 8, 23 (448)
2, 5, 8, 24 (468)
2, 5, 8, 25 (461)
2, 5, 9, 10 (448)
2, 5, 9, 11 (453)
2, 5, 9, 12 (435)
2, 5, 9, 13 (421)
2, 5, 9, 14 (436)
2, 5, 9, 15 (457)
2, 5, 9, 16 (446)
2, 5, 9, 17 (453)
2, 5, 9, 18 (478)
2, 5, 9, 19 (454)
2, 5, 9, 20 (456)
2, 5, 9, 21 (454)
2, 5, 9, 22 (459)
2, 5, 9, 23 (451)
2, 5, 9, 24 (457)
2, 5, 9, 25 (476)
2, 5, 10, 11 (447)
2, 5, 10, 12 (429)
2, 5, 10, 13 (403)
2, 5, 10, 14 (452)
2, 5, 10, 15 (440)
2, 5, 10, 16 (462)
2, 5, 10, 17 (445)
2, 5, 10, 18 (433)
2, 5, 10, 19 (440)
2, 5, 10, 20 (433)
2, 5, 10, 21 (429)
2, 5, 10, 22 (430)
2, 5, 10, 23 (446)
2, 5, 10, 24 (456)
2, 5, 10, 25 (441)
2, 5, 11, 12 (465)
2, 5, 11, 13 (426)
2, 5, 11, 14 (435)
2, 5, 11, 15 (463)
2, 5, 11, 16 (439)
2, 5, 11, 17 (432)
2, 5, 11, 18 (478)
2, 5, 11, 19 (488)
2, 5, 11, 20 (457)
2, 5, 11, 21 (458)
2, 5, 11, 22 (454)
2, 5, 11, 23 (460)
2, 5, 11, 24 (436)
2, 5, 11, 25 (468)
2, 5, 12, 13 (408)
2, 5, 12, 14 (443)
2, 5, 12, 15 (457)
2, 5, 12, 16 (450)
2, 5, 12, 17 (405)
2, 5, 12, 18 (442)
2, 5, 12, 19 (448)
2, 5, 12, 20 (447)
2, 5, 12, 21 (421)
2, 5, 12, 22 (447)
2, 5, 12, 23 (431)
2, 5, 12, 24 (423)
2, 5, 12, 25 (460)
2, 5, 13, 14 (413)
2, 5, 13, 15 (420)
2, 5, 13, 16 (420)
2, 5, 13, 17 (381)
2, 5, 13, 18 (435)
2, 5, 13, 19 (417)
2, 5, 13, 20 (417)
2, 5, 13, 21 (412)
2, 5, 13, 22 (440)
2, 5, 13, 23 (428)
2, 5, 13, 24 (418)
2, 5, 13, 25 (410)
2, 5, 14, 15 (445)
2, 5, 14, 16 (446)
2, 5, 14, 17 (432)
2, 5, 14, 18 (463)
2, 5, 14, 19 (438)
2, 5, 14, 20 (414)
2, 5, 14, 21 (429)
2, 5, 14, 22 (452)
2, 5, 14, 23 (432)
2, 5, 14, 24 (433)
2, 5, 14, 25 (456)
2, 5, 15, 16 (457)
2, 5, 15, 17 (432)
2, 5, 15, 18 (461)
2, 5, 15, 19 (448)
2, 5, 15, 20 (461)
2, 5, 15, 21 (449)
2, 5, 15, 22 (459)
2, 5, 15, 23 (446)
2, 5, 15, 24 (428)
2, 5, 15, 25 (452)
2, 5, 16, 17 (422)
2, 5, 16, 18 (452)
2, 5, 16, 19 (448)
2, 5, 16, 20 (444)
2, 5, 16, 21 (447)
2, 5, 16, 22 (473)
2, 5, 16, 23 (448)
2, 5, 16, 24 (439)
2, 5, 16, 25 (478)
2, 5, 17, 18 (425)
2, 5, 17, 19 (430)
2, 5, 17, 20 (422)
2, 5, 17, 21 (420)
2, 5, 17, 22 (414)
2, 5, 17, 23 (434)
2, 5, 17, 24 (424)
2, 5, 17, 25 (442)
2, 5, 18, 19 (467)
2, 5, 18, 20 (458)
2, 5, 18, 21 (464)
2, 5, 18, 22 (469)
2, 5, 18, 23 (460)
2, 5, 18, 24 (455)
2, 5, 18, 25 (483)
2, 5, 19, 20 (449)
2, 5, 19, 21 (456)
2, 5, 19, 22 (459)
2, 5, 19, 23 (450)
2, 5, 19, 24 (444)
2, 5, 19, 25 (461)
2, 5, 20, 21 (424)
2, 5, 20, 22 (451)
2, 5, 20, 23 (447)
2, 5, 20, 24 (425)
2, 5, 20, 25 (451)
2, 5, 21, 22 (436)
2, 5, 21, 23 (447)
2, 5, 21, 24 (454)
2, 5, 21, 25 (434)
2, 5, 22, 23 (454)
2, 5, 22, 24 (451)
2, 5, 22, 25 (459)
2, 5, 23, 24 (438)
2, 5, 23, 25 (450)
2, 5, 24, 25 (456)
2, 6, 7, 8 (443)
2, 6, 7, 9 (434)
2, 6, 7, 10 (412)
2, 6, 7, 11 (455)
2, 6, 7, 12 (427)
2, 6, 7, 13 (417)
2, 6, 7, 14 (410)
2, 6, 7, 15 (418)
2, 6, 7, 16 (427)
2, 6, 7, 17 (438)
2, 6, 7, 18 (417)
2, 6, 7, 19 (424)
2, 6, 7, 20 (429)
2, 6, 7, 21 (428)
2, 6, 7, 22 (434)
2, 6, 7, 23 (445)
2, 6, 7, 24 (440)
2, 6, 7, 25 (427)
2, 6, 8, 9 (447)
2, 6, 8, 10 (423)
2, 6, 8, 11 (453)
2, 6, 8, 12 (438)
2, 6, 8, 13 (419)
